NIT,Year,Costo de ventas,Gastos de ventas,Costo de ventas_dif,Gastos de ventas_dif,TRM,PIB,Desempleo,Inflacion,Tasa_Intervencion,Balance_CC,Balance_Fiscal
800015615,2016,60626083.0,13978834.0,-0.09877449791896067,0.13966560335203776,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
800045720,2016,3785517.0,60608.0,0.07417399923214851,0.3263305322128852,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
800081030,2016,39634059.0,5645885.0,0.3380333228340715,0.6947184401789126,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
800112440,2016,24304534.0,8977594.0,-0.05322448978319847,-0.03623638117769769,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
800118660,2016,31280967.0,6702215.0,-0.04686552617658117,-0.1767659658306192,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
800157469,2016,11886427.0,1050755.0,0.12586716172984802,0.025113827824622712,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
800232356,2016,104518885.0,9540000.0,0.0315473073658366,0.20465116572729555,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
800236890,2016,23301270.0,404719.0,1.0883866398579043,0.08475543893411097,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
801002644,2016,94444630.0,27857644.0,0.333338500402029,0.19154790029878474,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
805012368,2016,42291070.0,7314503.0,-0.016760633514692116,0.16624794218588687,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
806014553,2016,54866113.0,17048833.0,-0.2665374699041156,-0.21148269853808133,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
830030574,2016,13969323.0,870261.0,-0.1169182886677994,-0.451951161452108,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
830037495,2016,43762061.0,16325119.0,0.18984732280647185,-0.02328256035112512,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
830052054,2016,61208106.0,1865920.0,-0.17697652561150545,-0.10848305662952012,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
860009694,2016,187349222.0,7091362.0,-0.0872284330707725,-0.1638328718003442,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
860030360,2016,17821805.0,4121173.0,-0.05854123536251207,-0.16209753499076945,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
860033653,2016,31824537.0,8364174.0,0.0716619400047137,-0.09300043830893863,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
860050956,2016,40609990.0,5978160.0,-0.0515120853645873,-0.03360516569315797,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
860501682,2016,39165473.0,5786553.0,-0.11285979199786317,-0.009080109740825406,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
890117431,2016,20467343.0,1920789.0,0.3415155430523447,-0.022403218229576742,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
890300012,2016,39750093.0,3060095.0,0.1117132745190376,0.1497075663061982,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
890311366,2016,32850914.0,13043626.0,-0.022335224097299013,0.17463867613236694,0.11176164312735995,0.07343182236184775,0.09223315612336241,0.0575,0.5192874055699624,0.35164543749121263,0.27260360015593144
